Gene identifier	baseMean	log2FoldChange	lfcSE	stat	p-value	p-adjusted
MSTRG.18101	4’796.0517	0.0920	0.1447	58.1442	1.4643E-12	9.2692E-12
MSTRG.15410	1’692.9191	-0.2655	0.1090	58.1184	1.4830E-12	9.3852E-12
MSTRG.3165	8’868.6560	-0.8777	0.1227	58.0970	1.4986E-12	9.4818E-12
MSTRG.13085	11’090.2899	0.5028	0.0930	58.0785	1.5124E-12	9.5660E-12
MSTRG.10252	925.5380	-1.1140	0.1974	58.0691	1.5193E-12	9.6076E-12
MSTRG.25139	1’608.0520	0.2993	0.1131	58.0676	1.5205E-12	9.6123E-12
MSTRG.9268	6’200.0243	-0.2745	0.0959	58.0608	1.5256E-12	9.6421E-12
MSTRG.8775	160.1169	1.6360	0.2510	58.0564	1.5289E-12	9.6604E-12
MSTRG.1657	178.4602	-0.6058	0.1968	58.0488	1.5346E-12	9.6939E-12
MSTRG.3085	1’260.9869	-1.0676	0.2645	58.0421	1.5397E-12	9.7233E-12
MSTRG.26200	636.2113	0.4636	0.1465	58.0288	1.5498E-12	9.7845E-12
MSTRG.25452	1’311.0555	-0.2979	0.1688	58.0179	1.5581E-12	9.8348E-12
MSTRG.935	586.8691	-0.1408	0.1909	57.9829	1.5851E-12	1.0003E-11
ENSG00000133665.13	55.3485	-2.0292	0.3987	57.9438	1.6159E-12	1.0194E-11
MSTRG.13644	337.4618	-0.4458	0.2050	57.9280	1.6285E-12	1.0271E-11
MSTRG.7222	4’533.5706	-0.4756	0.1460	57.9261	1.6300E-12	1.0278E-11
MSTRG.17747	53.0663	-0.8558	0.3487	57.9216	1.6337E-12	1.0298E-11
MSTRG.3708	11’167.4836	0.4768	0.1213	57.9174	1.6371E-12	1.0317E-11
ENSG00000233396.8	163.9423	-0.6093	0.1962	57.8927	1.6570E-12	1.0437E-11
MSTRG.13733	1’788.8370	0.9278	0.1289	57.8926	1.6571E-12	1.0437E-11
MSTRG.13219	3’783.5844	0.3871	0.0952	57.8896	1.6595E-12	1.0450E-11
ENSG00000168067.12	647.8547	-0.6623	0.1694	57.8539	1.6889E-12	1.0632E-11
MSTRG.3752	1’434.5193	0.6857	0.0965	57.8534	1.6894E-12	1.0632E-11
MSTRG.17909	3’555.8884	-0.5230	0.1051	57.8199	1.7174E-12	1.0806E-11
MSTRG.2418	8’034.7440	-1.1256	0.1809	57.8167	1.7201E-12	1.0818E-11
MSTRG.15667	194.4542	-0.1869	0.2112	57.8166	1.7202E-12	1.0818E-11
MSTRG.6459	2’283.2493	0.5244	0.1088	57.8135	1.7228E-12	1.0831E-11
MSTRG.6896	370.1430	-1.1372	0.1828	57.7812	1.7504E-12	1.1002E-11
MSTRG.6552	6’049.9794	-0.7077	0.1102	57.7793	1.7520E-12	1.1009E-11
MSTRG.25760	1’171.6496	1.0516	0.2766	57.7787	1.7526E-12	1.1010E-11
MSTRG.3182	1’179.1814	-0.6481	0.1183	57.7750	1.7557E-12	1.1027E-11
MSTRG.13759	4’033.0094	1.5948	0.2072	57.7601	1.7687E-12	1.1105E-11
MSTRG.1851	583.5392	0.3909	0.1278	57.7290	1.7959E-12	1.1273E-11
ENSG00000280193.1	54.4446	-1.0108	0.3819	57.7234	1.8008E-12	1.1301E-11
MSTRG.11577	191.9673	-0.8046	0.2622	57.7176	1.8060E-12	1.1330E-11
MSTRG.1585	29’041.8300	-0.8197	0.1686	57.7146	1.8087E-12	1.1344E-11
MSTRG.22126	1’014.4477	-0.6698	0.1229	57.6798	1.8399E-12	1.1537E-11
MSTRG.3994	4’534.4789	0.6508	0.0949	57.6759	1.8434E-12	1.1556E-11
MSTRG.1247	136.9413	1.9677	0.2608	57.6398	1.8764E-12	1.1760E-11
MSTRG.22212	3’911.4719	0.6930	0.1010	57.6256	1.8896E-12	1.1839E-11
MSTRG.13741	2’916.5559	0.6272	0.1217	57.6018	1.9118E-12	1.1975E-11
MSTRG.14905	778.6672	0.1096	0.1704	57.5979	1.9155E-12	1.1995E-11
MSTRG.8258	6’020.2646	0.0346	0.0813	57.5808	1.9316E-12	1.2093E-11
MSTRG.8294	1’433.5533	0.0202	0.1262	57.5798	1.9325E-12	1.2096E-11
ENSG00000087494.16	21.6801	1.8177	0.6012	57.5741	1.9379E-12	1.2127E-11
MSTRG.13728	901.2245	1.2659	0.2006	57.5713	1.9406E-12	1.2140E-11
ENSG00000167562.13	6.1736	-0.1055	1.8707	57.5562	1.9551E-12	1.2228E-11
MSTRG.18642	331.3372	-0.7112	0.1446	57.5542	1.9571E-12	1.2237E-11
MSTRG.18073	18’748.2924	0.5364	0.0815	57.5465	1.9645E-12	1.2280E-11
MSTRG.15709	8’157.0174	0.2888	0.0768	57.5390	1.9717E-12	1.2322E-11
MSTRG.1219	19’983.2060	0.0985	0.2050	57.5236	1.9867E-12	1.2412E-11
ENSG00000238225.1	7.2479	-7.1974	1.3870	57.5229	1.9874E-12	1.2413E-11
MSTRG.26820	6’821.4751	-0.6615	0.1179	57.5019	2.0080E-12	1.2539E-11
ENSG00000105550.10	19.4156	0.3841	0.9600	57.4985	2.0113E-12	1.2556E-11
ENSG00000253910.2	19.0150	-4.3641	1.1378	57.4980	2.0119E-12	1.2557E-11
MSTRG.13629	529.7923	0.7622	0.2104	57.4502	2.0598E-12	1.2852E-11
MSTRG.21253	1’215.1928	1.1878	0.2775	57.4283	2.0820E-12	1.2987E-11
MSTRG.2723	4’876.2118	0.3726	0.1111	57.4238	2.0867E-12	1.3013E-11
MSTRG.22983	7’084.0081	0.8724	0.1383	57.4151	2.0956E-12	1.3065E-11
MSTRG.12706	35.8204	-0.2309	0.6937	57.4067	2.1042E-12	1.3116E-11
MSTRG.9796	4’184.7452	0.6697	0.0981	57.3933	2.1182E-12	1.3199E-11
MSTRG.19907	530.3039	-1.6691	0.2168	57.3783	2.1338E-12	1.3293E-11
MSTRG.17854	2’800.9605	-0.8587	0.1568	57.3541	2.1593E-12	1.3449E-11
MSTRG.12501	51’217.4048	-0.6849	0.1870	57.3532	2.1603E-12	1.3452E-11
MSTRG.11500	3’096.3225	-0.7301	0.1289	57.3475	2.1663E-12	1.3485E-11
MSTRG.22765	1’275.4599	1.0572	0.1516	57.3420	2.1723E-12	1.3519E-11
MSTRG.11484	1’473.5390	-0.3805	0.1081	57.3373	2.1772E-12	1.3546E-11
MSTRG.10280	2’117.0225	0.7413	0.1324	57.3311	2.1839E-12	1.3584E-11
MSTRG.9926	245.2920	-0.4736	0.2566	57.3225	2.1932E-12	1.3638E-11
MSTRG.27122	5’279.1619	-0.4941	0.1596	57.2899	2.2286E-12	1.3855E-11
ENSG00000065618.21	106.2562	-0.2786	0.3182	57.2735	2.2466E-12	1.3964E-11
MSTRG.26970	4’822.1903	-0.1018	0.1010	57.2570	2.2649E-12	1.4074E-11
MSTRG.25184	10’203.8707	0.1579	0.0772	57.2453	2.2780E-12	1.4151E-11
MSTRG.19443	9’396.1865	0.3013	0.1323	57.2162	2.3108E-12	1.4351E-11
MSTRG.27177	3’547.1955	-0.0735	0.1298	57.2011	2.3280E-12	1.4455E-11
MSTRG.27040	21’344.7252	-0.8576	0.1140	57.1903	2.3404E-12	1.4527E-11
MSTRG.8293	25’179.3594	-0.4452	0.0918	57.1654	2.3692E-12	1.4703E-11
ENSG00000129951.19	8.7238	2.5912	1.2172	57.1594	2.3763E-12	1.4742E-11
MSTRG.6114	2’344.8848	-0.5171	0.1359	57.1430	2.3955E-12	1.4858E-11
MSTRG.19695	6’624.5605	0.6251	0.0902	57.1276	2.4137E-12	1.4967E-11
MSTRG.23339	50.0010	-1.5829	0.3672	57.1256	2.4161E-12	1.4978E-11
MSTRG.21894	8’572.6565	-0.3713	0.1036	57.1184	2.4246E-12	1.5027E-11
MSTRG.17615	3’799.5098	-0.4980	0.1089	57.1090	2.4358E-12	1.5092E-11
MSTRG.23825	677.3301	0.8558	0.1760	57.1030	2.4430E-12	1.5133E-11
MSTRG.21751	3’134.8503	-0.8800	0.1812	57.0991	2.4478E-12	1.5158E-11
MSTRG.1323	17’153.7593	-0.0709	0.0986	57.0731	2.4792E-12	1.5349E-11
MSTRG.27639	127.6873	1.8676	0.2508	57.0449	2.5138E-12	1.5560E-11
MSTRG.3910	3’958.5619	-0.5527	0.2977	57.0425	2.5167E-12	1.5574E-11
MSTRG.5502	231.2115	-0.9756	0.1891	57.0089	2.5587E-12	1.5829E-11
MSTRG.26576	3’719.4673	-0.9294	0.1376	57.0073	2.5607E-12	1.5837E-11
MSTRG.20195	1’181.7476	-0.4293	0.1020	56.9970	2.5737E-12	1.5914E-11
MSTRG.14439	45’268.1555	-0.5619	0.1178	56.9956	2.5754E-12	1.5920E-11
MSTRG.14502	75’539.6617	-0.5988	0.1373	56.9906	2.5818E-12	1.5956E-11
MSTRG.11859	1’026.0753	-0.6744	0.1472	56.9833	2.5911E-12	1.6009E-11
MSTRG.20570	1’316.2823	-0.6013	0.1269	56.9809	2.5941E-12	1.6023E-11
MSTRG.9516	1’155.1018	-0.0120	0.1613	56.9736	2.6035E-12	1.6077E-11
MSTRG.4343	302.6887	-1.3528	0.1953	56.9552	2.6271E-12	1.6219E-11
ENSG00000172005.11	6.1795	6.9845	1.4644	56.9538	2.6289E-12	1.6226E-11
MSTRG.3645	2’115.5260	-0.1731	0.0913	56.9484	2.6359E-12	1.6265E-11
MSTRG.4500	1’394.1716	-0.9343	0.1644	56.9379	2.6495E-12	1.6345E-11
MSTRG.14369	2’674.3187	0.4080	0.1206	56.9368	2.6510E-12	1.6349E-11
MSTRG.13806	288.9811	0.4257	0.2401	56.9010	2.6980E-12	1.6635E-11
ENSG00000112320.12	114.2500	1.4790	0.3303	56.8960	2.7046E-12	1.6672E-11
MSTRG.17600	921.7743	-0.5514	0.1436	56.8613	2.7512E-12	1.6955E-11
MSTRG.9755	1’966.7535	0.6702	0.1598	56.8444	2.7742E-12	1.7092E-11
MSTRG.1252	7’071.0650	-0.0071	0.1232	56.8422	2.7771E-12	1.7105E-11
MSTRG.2318	12’628.6868	-0.9012	0.1287	56.8350	2.7870E-12	1.7162E-11
ENSG00000160223.17	100.8545	-2.0024	0.3439	56.8309	2.7927E-12	1.7192E-11
MSTRG.12794	1’686.1600	-0.1155	0.1396	56.8293	2.7949E-12	1.7201E-11
MSTRG.7906	6’526.9913	-0.5318	0.1793	56.8288	2.7955E-12	1.7201E-11
MSTRG.14719	2’789.8268	-0.9177	0.1769	56.8275	2.7972E-12	1.7207E-11
MSTRG.20582	943.9928	-0.0166	0.1989	56.8224	2.8042E-12	1.7246E-11
MSTRG.19188	14’950.2331	-0.5967	0.0920	56.7667	2.8821E-12	1.7720E-11
MSTRG.6799	5’673.7402	-0.6649	0.1105	56.7512	2.9041E-12	1.7851E-11
MSTRG.6407	43.3043	5.2374	0.7621	56.7417	2.9178E-12	1.7930E-11
MSTRG.17269	2’158.0313	0.3178	0.1120	56.7199	2.9492E-12	1.8119E-11
MSTRG.26518	2’576.1821	1.1215	0.1941	56.7165	2.9541E-12	1.8144E-11
MSTRG.5844	38.9505	4.3794	0.7024	56.7122	2.9604E-12	1.8178E-11
MSTRG.17166	4’152.4247	-0.3722	0.1353	56.7027	2.9743E-12	1.8259E-11
MSTRG.27248	2’422.4658	-0.4120	0.1502	56.6823	3.0041E-12	1.8437E-11
MSTRG.17603	5’331.8607	-0.4057	0.0725	56.6802	3.0073E-12	1.8452E-11
MSTRG.7916	12’694.4798	-0.0946	0.1035	56.6538	3.0466E-12	1.8689E-11
MSTRG.8277	5’387.3700	-0.3285	0.1056	56.6079	3.1161E-12	1.9110E-11
MSTRG.10776	1’128.7386	-1.0398	0.1593	56.5820	3.1560E-12	1.9350E-11
MSTRG.12680	317.4851	0.0445	0.2297	56.5780	3.1622E-12	1.9383E-11
MSTRG.13970	2’070.9518	-0.0896	0.1020	56.5500	3.2060E-12	1.9646E-11
MSTRG.20899	2’456.3676	0.7377	0.1152	56.5295	3.2384E-12	1.9840E-11
MSTRG.26571	1’988.2953	-0.9122	0.1218	56.5058	3.2764E-12	2.0067E-11
ENSG00000183230.17	19.5549	3.1241	0.6242	56.4707	3.3334E-12	2.0411E-11
MSTRG.27563	3’646.1335	0.1267	0.0995	56.4674	3.3388E-12	2.0439E-11
MSTRG.15215	42’076.0857	0.1277	0.1380	56.4652	3.3424E-12	2.0455E-11
MSTRG.6789	5’121.7566	-0.8505	0.1601	56.4591	3.3526E-12	2.0513E-11
MSTRG.24466	8’124.5151	-0.4914	0.0741	56.4428	3.3795E-12	2.0672E-11
MSTRG.18913	2’042.8345	-0.8270	0.1651	56.4261	3.4072E-12	2.0837E-11
MSTRG.6186	1’527.6387	-0.2858	0.1452	56.3993	3.4524E-12	2.1107E-11
MSTRG.20255	2’569.2255	-0.8871	0.1234	56.3435	3.5484E-12	2.1689E-11
MSTRG.12184	26’535.8669	0.9238	0.1634	56.3283	3.5751E-12	2.1846E-11
MSTRG.7965	5’413.0284	-0.0016	0.1028	56.3219	3.5864E-12	2.1910E-11
MSTRG.14317	36’308.5127	-0.9926	0.1847	56.2950	3.6340E-12	2.2195E-11
MSTRG.4489	592.3893	-0.8965	0.1909	56.2742	3.6713E-12	2.2417E-11
MSTRG.2732	474.7493	-0.0121	0.2025	56.2608	3.6956E-12	2.2559E-11
MSTRG.2907	20.0435	-2.7851	1.0330	56.2531	3.7096E-12	2.2640E-11
MSTRG.18111	1’300.3722	1.1515	0.1727	56.2384	3.7365E-12	2.2798E-11
MSTRG.1927	1’173.8763	-0.8518	0.1457	56.2330	3.7465E-12	2.2853E-11
MSTRG.27305	672.2893	-1.1861	0.1985	56.2059	3.7967E-12	2.3148E-11
MSTRG.22717	6’447.6480	0.8989	0.1223	56.2058	3.7969E-12	2.3148E-11
MSTRG.2432	18.6226	-4.2671	0.8307	56.1980	3.8114E-12	2.3231E-11
MSTRG.27959	1’070.7609	-0.7338	0.1181	56.1893	3.8277E-12	2.3325E-11
MSTRG.25786	1’209.9039	-0.3988	0.2281	56.1766	3.8518E-12	2.3465E-11
MSTRG.18922	569.1945	-0.5136	0.1945	56.1693	3.8657E-12	2.3544E-11
MSTRG.15707	493.8846	-1.5287	0.2231	56.1672	3.8696E-12	2.3562E-11
MSTRG.8614	12’595.2831	-0.3739	0.1080	56.1635	3.8765E-12	2.3598E-11
MSTRG.12514	8’122.5994	-0.0694	0.1233	56.1558	3.8912E-12	2.3682E-11
ENSG00000054793.14	150.1567	1.4157	0.3245	56.1508	3.9009E-12	2.3734E-11
MSTRG.1509	45’692.5665	-0.1042	0.1264	56.1440	3.9140E-12	2.3808E-11
MSTRG.12225	3’748.1228	0.5297	0.1407	56.1146	3.9708E-12	2.4148E-11
MSTRG.10756	6’701.3389	-0.1204	0.1029	56.1089	3.9821E-12	2.4210E-11
MSTRG.17273	212.6816	0.8388	0.2487	56.0867	4.0257E-12	2.4469E-11
MSTRG.3698	4’103.5889	-0.5553	0.1336	56.0844	4.0304E-12	2.4491E-11
MSTRG.23065	141.8145	-1.3913	0.2051	56.0752	4.0485E-12	2.4595E-11
MSTRG.23002	95.6258	1.4429	0.2736	56.0747	4.0496E-12	2.4595E-11
MSTRG.6150	5’442.3860	-0.2770	0.1064	56.0431	4.1130E-12	2.4974E-11
ENSG00000272668.2	114.5301	2.9130	0.3993	56.0406	4.1180E-12	2.4998E-11
MSTRG.14784	2’213.5511	-0.3991	0.1048	56.0317	4.1361E-12	2.5102E-11
MSTRG.8441	899.2451	0.0831	0.1530	56.0302	4.1390E-12	2.5113E-11
MSTRG.5507	12’630.8956	-0.7873	0.1174	56.0277	4.1442E-12	2.5138E-11
ENSG00000234362.6	14.4860	7.2934	1.2976	56.0119	4.1765E-12	2.5328E-11
ENSG00000130940.15	377.5014	0.7239	0.2036	56.0022	4.1963E-12	2.5441E-11
MSTRG.14292	5’031.6649	-0.7816	0.1113	55.9865	4.2288E-12	2.5632E-11
ENSG00000262152.7	56.1521	-0.0514	0.3117	55.9822	4.2379E-12	2.5680E-11
MSTRG.18269	3’974.2939	0.7098	0.1568	55.9801	4.2423E-12	2.5700E-11
MSTRG.117	33.3925	-2.9230	0.4975	55.9711	4.2611E-12	2.5808E-11
MSTRG.2688	84.5121	0.3666	0.3132	55.9702	4.2629E-12	2.5812E-11
ENSG00000249378.6	59.8098	2.7826	0.4050	55.9459	4.3141E-12	2.6116E-11
ENSG00000019186.10	69.0691	5.2110	0.9140	55.9312	4.3454E-12	2.6298E-11
ENSG00000236255.2	161.9203	1.3689	0.3072	55.9201	4.3692E-12	2.6436E-11
MSTRG.24352	64.9074	1.4149	0.3397	55.9171	4.3755E-12	2.6467E-11
MSTRG.23922	240.4419	-0.2990	0.2549	55.8921	4.4297E-12	2.6788E-11
MSTRG.599	1’694.9463	0.6199	0.1416	55.8718	4.4742E-12	2.7050E-11
ENSG00000249867.6	19.8120	-0.5083	0.5262	55.8533	4.5149E-12	2.7290E-11
MSTRG.14020	2’525.4526	-0.0334	0.1279	55.8498	4.5228E-12	2.7331E-11
MSTRG.21349	6’249.0829	-0.9327	0.1268	55.8432	4.5373E-12	2.7412E-11
MSTRG.14759	17.8409	-3.3651	0.8991	55.8344	4.5571E-12	2.7524E-11
MSTRG.5485	2’909.1470	-0.7513	0.1002	55.7784	4.6843E-12	2.8285E-11
MSTRG.18133	28.4591	3.3023	0.6466	55.7690	4.7059E-12	2.8408E-11
MSTRG.20363	12’684.1092	-0.6390	0.1149	55.7652	4.7148E-12	2.8455E-11
MSTRG.4636	3’348.4634	-1.2803	0.1727	55.7503	4.7493E-12	2.8656E-11
MSTRG.6220	1’716.8578	-0.7069	0.1313	55.7317	4.7930E-12	2.8913E-11
MSTRG.2727	1’268.8669	0.4078	0.1237	55.7151	4.8322E-12	2.9142E-11
MSTRG.4832	28.8902	4.0383	0.6187	55.7107	4.8427E-12	2.9197E-11
ENSG00000173320.12	8.8654	6.3342	1.3428	55.7101	4.8440E-12	2.9198E-11
MSTRG.7025	21’535.0614	-0.4489	0.1640	55.7090	4.8466E-12	2.9207E-11
MSTRG.1340	7’652.8779	1.0404	0.1742	55.6868	4.8997E-12	2.9519E-11
MSTRG.16623	15’681.9101	0.3290	0.1373	55.6848	4.9047E-12	2.9541E-11
MSTRG.24106	8’607.5207	-0.9301	0.1419	55.6719	4.9359E-12	2.9722E-11
MSTRG.7245	9’398.2907	-0.5931	0.1229	55.6701	4.9403E-12	2.9741E-11
MSTRG.15238	1’589.3829	-0.6301	0.1558	55.6630	4.9575E-12	2.9837E-11
MSTRG.15531	947.3485	-0.9450	0.1788	55.6178	5.0688E-12	3.0499E-11
ENSG00000205293.5	9.4245	-4.9659	1.3584	55.6121	5.0831E-12	3.0578E-11
MSTRG.2998	3’993.9912	0.3869	0.0940	55.6029	5.1060E-12	3.0708E-11
MSTRG.15701	21’766.2596	-0.2494	0.0829	55.5849	5.1513E-12	3.0972E-11
MSTRG.25885	475.6637	-0.3441	0.1714	55.5584	5.2188E-12	3.1370E-11
MSTRG.11683	21.6061	-4.1012	0.6692	55.5397	5.2670E-12	3.1652E-11
MSTRG.5655	2’312.7246	-0.8490	0.1183	55.5172	5.3255E-12	3.1996E-11
MSTRG.23079	259’584.6082	-0.7177	0.1054	55.5093	5.3462E-12	3.2112E-11
MSTRG.15140	2’919.9132	0.1027	0.0784	55.4957	5.3820E-12	3.2319E-11
MSTRG.8179	7’158.5345	0.1489	0.1040	55.4902	5.3966E-12	3.2399E-11
MSTRG.5325	273.6753	0.1800	0.1342	55.4884	5.4015E-12	3.2420E-11
MSTRG.10020	227.5799	1.3206	0.2432	55.4843	5.4125E-12	3.2478E-11
MSTRG.15712	1’282.6134	0.4261	0.1141	55.4801	5.4235E-12	3.2536E-11
MSTRG.6432	141.6715	-4.5566	0.8586	55.4733	5.4416E-12	3.2636E-11
MSTRG.11454	5’556.8593	-0.2970	0.1146	55.4645	5.4654E-12	3.2770E-11
MSTRG.1142	6’039.9982	0.1911	0.0989	55.4398	5.5319E-12	3.3161E-11
MSTRG.26633	3’703.6478	-0.9299	0.1339	55.4313	5.5551E-12	3.3292E-11
ENSG00000286785.1	19.6793	4.1546	0.7960	55.4169	5.5946E-12	3.3520E-11
MSTRG.15106	40.8590	4.0408	0.5805	55.4092	5.6158E-12	3.3638E-11
MSTRG.18893	1’666.5441	0.8033	0.1432	55.4016	5.6368E-12	3.3756E-11
MSTRG.24765	12.4303	-3.1608	0.6978	55.3961	5.6520E-12	3.3838E-11
MSTRG.10569	20.1628	-5.9116	1.1249	55.3687	5.7287E-12	3.4289E-11
MSTRG.3443	5’107.1173	1.0126	0.1383	55.3449	5.7960E-12	3.4683E-11
MSTRG.896	866.8608	-0.4237	0.1209	55.3432	5.8008E-12	3.4703E-11
MSTRG.5414	317.6886	-0.7107	0.1807	55.2874	5.9620E-12	3.5659E-11
MSTRG.22526	110.1076	-0.3751	1.1828	55.2663	6.0242E-12	3.6021E-11
MSTRG.8253	7’149.6608	-0.1830	0.1312	55.2658	6.0256E-12	3.6021E-11
MSTRG.14732	11’514.7258	-0.6977	0.1341	55.2584	6.0475E-12	3.6136E-11
MSTRG.27292	430.9825	0.4537	0.1560	55.2583	6.0478E-12	3.6136E-11
MSTRG.12169	2’549.7402	1.6359	0.2211	55.2240	6.1506E-12	3.6741E-11
MSTRG.1095	1’770.5485	0.9634	0.1477	55.2048	6.2090E-12	3.7080E-11
MSTRG.1761	4’131.3871	-0.6204	0.1674	55.1450	6.3942E-12	3.8177E-11
MSTRG.7975	3’657.5001	-0.1605	0.1756	55.1325	6.4334E-12	3.8402E-11
MSTRG.5608	4’635.8294	0.8001	0.2469	55.1293	6.4435E-12	3.8452E-11
MSTRG.10518	2’774.0963	-0.3030	0.1256	55.1001	6.5367E-12	3.8995E-11
MSTRG.9719	2’066.8929	0.2361	0.1751	55.0998	6.5377E-12	3.8995E-11
MSTRG.22266	109.8660	0.2215	0.2354	55.0974	6.5453E-12	3.9031E-11
MSTRG.2268	14’094.4854	-0.7227	0.1399	55.0854	6.5840E-12	3.9252E-11
MSTRG.18514	1’802.5151	-0.9047	0.1262	55.0754	6.6165E-12	3.9436E-11
MSTRG.21997	1’760.9687	-0.3221	0.1137	55.0098	6.8332E-12	4.0717E-11
MSTRG.6153	3’447.8713	-0.2638	0.1150	54.9774	6.9429E-12	4.1361E-11
MSTRG.12151	80.5479	1.8742	0.3105	54.9749	6.9515E-12	4.1401E-11
ENSG00000120327.6	24.9696	-3.0750	0.9396	54.9560	7.0162E-12	4.1776E-11
MSTRG.26609	2’297.3028	-0.5071	0.0878	54.9464	7.0493E-12	4.1963E-11
MSTRG.17962	42.4297	-0.1501	0.4510	54.9319	7.0997E-12	4.2252E-11
MSTRG.1930	6’799.3350	-0.3640	0.1117	54.9226	7.1324E-12	4.2436E-11
ENSG00000287382.1	6.8510	4.6390	1.1660	54.8948	7.2304E-12	4.3009E-11
MSTRG.25461	9’547.0172	-1.0478	0.1447	54.8855	7.2634E-12	4.3195E-11
MSTRG.26975	32.2243	-1.2509	0.4704	54.8791	7.2864E-12	4.3321E-11
MSTRG.1136	2’934.7931	0.6514	0.1438	54.8779	7.2904E-12	4.3334E-11
MSTRG.4680	12’348.2163	-0.8953	0.1478	54.8742	7.3037E-12	4.3402E-11
MSTRG.4688	3’098.7357	-0.2956	0.1127	54.8712	7.3146E-12	4.3456E-11
MSTRG.21293	1’099.8046	0.8146	0.1582	54.8580	7.3622E-12	4.3728E-11
MSTRG.21051	782.2927	-1.3770	0.2017	54.8352	7.4452E-12	4.4210E-11
MSTRG.3396	14’015.3511	-0.4363	0.0813	54.7977	7.5836E-12	4.5009E-11
MSTRG.6921	6’292.3752	-0.7131	0.1845	54.7974	7.5848E-12	4.5009E-11
MSTRG.19634	28.6109	2.2817	0.5672	54.7972	7.5853E-12	4.5009E-11
MSTRG.17174	4’289.8401	-0.2209	0.0934	54.7865	7.6252E-12	4.5233E-11
MSTRG.4542	2’508.8547	-0.6698	0.1343	54.7861	7.6270E-12	4.5233E-11
MSTRG.15496	779.0663	0.6603	0.1261	54.7793	7.6525E-12	4.5373E-11
MSTRG.17859	1’762.9485	-0.6478	0.1232	54.7523	7.7545E-12	4.5967E-11
MSTRG.19561	2’146.4346	0.5275	0.1092	54.7406	7.7992E-12	4.6221E-11
MSTRG.4466	3’828.1652	-0.6020	0.1649	54.7273	7.8505E-12	4.6513E-11
MSTRG.24313	1’664.0801	-0.6013	0.1379	54.7172	7.8895E-12	4.6732E-11
MSTRG.4889	31.7264	1.0646	0.4700	54.7009	7.9530E-12	4.7097E-11
MSTRG.28263	7’482.9936	-0.8920	0.1505	54.6855	8.0131E-12	4.7441E-11
MSTRG.5164	4’437.7784	-0.4059	0.1241	54.6740	8.0588E-12	4.7700E-11
MSTRG.22402	1’642.6053	0.2506	0.2121	54.6676	8.0841E-12	4.7837E-11
MSTRG.7660	1’289.0280	0.0018	0.1060	54.6671	8.0859E-12	4.7837E-11
MSTRG.27293	3’037.5030	0.6332	0.1228	54.6400	8.1943E-12	4.8466E-11
MSTRG.7984	534.1479	0.5584	0.1593	54.6210	8.2710E-12	4.8907E-11
MSTRG.20340	3’789.7901	-0.7590	0.1369	54.6038	8.3412E-12	4.9310E-11
MSTRG.21212	7’905.8629	-0.7612	0.1283	54.5946	8.3792E-12	4.9513E-11
MSTRG.23396	78’221.0311	0.3304	0.1740	54.5945	8.3797E-12	4.9513E-11
MSTRG.8737	5’004.6678	1.1569	0.1968	54.5773	8.4506E-12	4.9920E-11
MSTRG.3681	3’071.4148	-0.6142	0.1302	54.5441	8.5895E-12	5.0728E-11
MSTRG.23383	9’910.3831	0.1352	0.1448	54.5285	8.6554E-12	5.1105E-11
MSTRG.11364	467.8708	-0.0973	0.1632	54.5242	8.6741E-12	5.1202E-11
MSTRG.11774	11.0071	4.0953	0.8210	54.5111	8.7297E-12	5.1518E-11
MSTRG.26855	2’515.6225	-0.1975	0.1211	54.4766	8.8788E-12	5.2385E-11
MSTRG.16896	268.7644	-0.4767	0.1668	54.4756	8.8832E-12	5.2398E-11
MSTRG.27263	10’000.6258	-0.1131	0.1271	54.4573	8.9637E-12	5.2860E-11
MSTRG.13130	231.1482	1.1560	0.2564	54.4496	8.9975E-12	5.3046E-11
MSTRG.3425	2’063.1069	0.3475	0.1516	54.4335	9.0691E-12	5.3455E-11
MSTRG.18193	717.0853	0.6213	0.1841	54.4318	9.0765E-12	5.3486E-11
MSTRG.27494	5’477.8659	1.4306	0.2049	54.4295	9.0870E-12	5.3534E-11
MSTRG.18330	2’435.2062	0.8827	0.1260	54.4106	9.1713E-12	5.4018E-11
MSTRG.16797	1’321.9997	0.5590	0.1780	54.3839	9.2928E-12	5.4720E-11
MSTRG.7743	3’243.8528	-0.1063	0.1148	54.3555	9.4231E-12	5.5474E-11
MSTRG.6184	2’414.6323	-0.3198	0.1332	54.3490	9.4535E-12	5.5639E-11
MSTRG.12391	5’924.8318	0.4195	0.1374	54.3466	9.4642E-12	5.5688E-11
MSTRG.17994	1’361.4435	-1.2113	0.1662	54.3453	9.4705E-12	5.5712E-11
MSTRG.13800	5’015.4988	0.9650	0.1406	54.3312	9.5362E-12	5.6084E-11
MSTRG.17437	579.3805	0.8037	0.1806	54.3288	9.5476E-12	5.6138E-11
ENSG00000168907.13	9.0554	4.9763	1.1039	54.3178	9.5993E-12	5.6428E-11
MSTRG.2398	1’104.2813	0.7036	0.2187	54.3116	9.6287E-12	5.6587E-11
MSTRG.3999	962.8586	-0.4267	0.1426	54.2921	9.7213E-12	5.7103E-11
ENSG00000260328.1	128.2492	1.1879	0.2740	54.2921	9.7213E-12	5.7103E-11
MSTRG.12671	13’178.4393	-0.2032	0.0665	54.2882	9.7399E-12	5.7198E-11
